X,Index,CHEMBL_ID,PUBCHEM_CID,IUPAC_Name,Original_SMILES,Original_InChi,Original_InChiKey,DSSTOX_SUBSTANCE_ID,CASRN,PREFERRED_NAME,Canonical_QSARr,InChI_Code_QSARr,InChIKey_QSARr,Salt_Solvent,Salt_Solvent_ID,QC_Level,CalculatedLogPapp,PappClass,Source,tr_tst,outliers,Envi.Che_CERAPP,Envi.Che_COMPARA,Envi.Che_CPDAT,Envi.Che_REFCHEMDB,Envi.Che_TSCA_ACTIVE_NCTI,overlap.lable
4066,Caco-229,?,?,NA,COC1C(=CC(=CC=1OC)C1=CC(=O)C2C(=CC(O)=CC=2O)O1)OC,"InChI=1S/C18H16O7/c1-22-15-4-9(5-16(23-2)18(15)24-3)13-8-12(21)17-11(20)6-10(19)7-14(17)25-13/h4-8,19-20H,1-3H3",CPCPHNWWTJLXKQ-UHFFFAOYSA-N,DTXSID70171059,18103-42-9,"5,7-dihydroxy-2-(3,4,5-trimethoxyphenyl)-4-benzopyrone",COC1C(=CC(=CC=1OC)C1=CC(=O)C2C(=CC(O)=CC=2O)O1)OC,"InChI=1S/C18H16O7/c1-22-15-4-9(5-16(23-2)18(15)24-3)13-8-12(21)17-11(20)6-10(19)7-14(17)25-13/h4-8,19-20H,1-3H3",CPCPHNWWTJLXKQ-UHFFFAOYSA-N,<undefined>,0,High,-5.0999999,0,Wang,0,1,N,Y,N,N,N,N&Y&N&N&N
4067,Caco-4030,CHEMBL368347,?,NA,COC1C=C(C[C@@H](CO)[C@@H](CC2=CC(OC)=C(O)C=C2)CO)C=CC=1O,"InChI=1S/C20H26O6/c1-25-19-9-13(3-5-17(19)23)7-15(11-21)16(12-22)8-14-4-6-18(24)20(10-14)26-2/h3-6,9-10,15-16,21-24H,7-8,11-12H2,1-2H3/t15-,16-/m0/s1",PUETUDUXMCLALY-HOTGVXAUSA-N,DTXSID50183615,29388-59-8,Secoisolariciresinol,COC1C=C(CC(CO)C(CC2=CC(OC)=C(O)C=C2)CO)C=CC=1O,"InChI=1S/C20H26O6/c1-25-19-9-13(3-5-17(19)23)7-15(11-21)16(12-22)8-14-4-6-18(24)20(10-14)26-2/h3-6,9-10,15-16,21-24H,7-8,11-12H2,1-2H3",PUETUDUXMCLALY-UHFFFAOYSA-N,<undefined>,NA,High,-5.096910013,0,CHEMBL,0,1,N,Y,N,Y,N,N&Y&N&Y&N
4075,Caco-1484,?,?,NA,COC1C=C2C(N)=NC(=NC2=CC=1OC)N1CCN(CC1)C(=O)C1CCCO1,"InChI=1S/C19H25N5O4/c1-26-15-10-12-13(11-16(15)27-2)21-19(22-17(12)20)24-7-5-23(6-8-24)18(25)14-4-3-9-28-14/h10-11,14H,3-9H2,1-2H3,(H2,20,21,22)",VCKUSRYTPJJLNI-UHFFFAOYSA-N,DTXSID3023639,63590-64-7,terazosin,COC1C=C2C(N)=NC(=NC2=CC=1OC)N1CCN(CC1)C(=O)C1CCCO1,"InChI=1S/C19H25N5O4/c1-26-15-10-12-13(11-16(15)27-2)21-19(22-17(12)20)24-7-5-23(6-8-24)18(25)14-4-3-9-28-14/h10-11,14H,3-9H2,1-2H3,(H2,20,21,22)",VCKUSRYTPJJLNI-UHFFFAOYSA-N,<undefined>,0,High,-5.09022205,0,Wang|Pham,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4088,Caco-4102,CHEMBL217053,?,NA,OC(=O)COC1C=CC(Br)=CC=1C(=O)C1C=NN(C=1)C1C=CC=CC=1,"InChI=1S/C18H13BrN2O4/c19-13-6-7-16(25-11-17(22)23)15(8-13)18(24)12-9-20-21(10-12)14-4-2-1-3-5-14/h1-10H,11H2,(H,22,23)",DMFOOUGJUFPBOG-UHFFFAOYSA-N,DTXSID10469987,870809-73-7,CHEMBL217053,OC(=O)COC1C=CC(Br)=CC=1C(=O)C1C=NN(C=1)C1C=CC=CC=1,"InChI=1S/C18H13BrN2O4/c19-13-6-7-16(25-11-17(22)23)15(8-13)18(24)12-9-20-21(10-12)14-4-2-1-3-5-14/h1-10H,11H2,(H,22,23)",DMFOOUGJUFPBOG-UHFFFAOYSA-N,<undefined>,NA,High,-5.060480747,0,CHEMBL,0,1,N,N,N,Y,N,N&N&N&Y&N
4094,Caco-3718,CHEMBL151|?,?,NA,OC1C=C2OC(=CC(=O)C2=C(O)C=1)C1=CC(O)=C(O)C=C1,"InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H",IQPNAANSBPBGFQ-UHFFFAOYSA-N,DTXSID4074988,491-70-3,Luteolin,OC1C=C2OC(=CC(=O)C2=C(O)C=1)C1=CC(O)=C(O)C=C1,"InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H",IQPNAANSBPBGFQ-UHFFFAOYSA-N,<undefined>,0,High,-5.0500002,0,CHEMBL|Wang,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4125,Caco-794,?,?,NA,COC1C=CC(=CC=1O)C1OC2=CC(O)=CC(O)=C2C(=O)C=1O,"InChI=1S/C16H12O7/c1-22-11-3-2-7(4-9(11)18)16-15(21)14(20)13-10(19)5-8(17)6-12(13)23-16/h2-6,17-19,21H,1H3",FPLMIPQZHHQWHN-UHFFFAOYSA-N,DTXSID00209056,603-61-2,tamarixetin,COC1C=CC(=CC=1O)C1OC2C=C(O)C=C(O)C=2C(=O)C1=O,"InChI=1S/C16H12O7/c1-22-11-3-2-7(4-9(11)18)16-15(21)14(20)13-10(19)5-8(17)6-12(13)23-16/h2-6,16-19H,1H3",KXDFJLCALQBHBO-UHFFFAOYSA-N,<undefined>,0,High,-5.0013065,0,Wang,0,1,N,Y,Y,Y,N,N&Y&Y&Y&N
4144,Caco-1116,?,?,NA,[O-][N+](=O)C1=CC=C(C=NN2CCOC2=O)O1,"InChI=1S/C8H7N3O5/c12-8-10(3-4-15-8)9-5-6-1-2-7(16-6)11(13)14/h1-2,5H,3-4H2",PLHJDBGFXBMTGZ-UHFFFAOYSA-N,DTXSID4041997,67-45-8,furazolidone,[O-][N+](=O)C1=CC=C(C=NN2CCOC2=O)O1,"InChI=1S/C8H7N3O5/c12-8-10(3-4-15-8)9-5-6-1-2-7(16-6)11(13)14/h1-2,5H,3-4H2",PLHJDBGFXBMTGZ-UHFFFAOYSA-N,<undefined>,0,High,-4.9899998,0,Wang,0,1,N,Y,Y,Y,Y,N&Y&Y&Y&Y
4147,Caco-705,?,?,NA,OC1=CC2OC(=CC(=O)C=2C(O)=C1)C1C=CC(O)=CC=1,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H",KZNIFHPLKGYRTM-UHFFFAOYSA-N,DTXSID6022391,520-36-5,apigenin,OC1=CC2OC(=CC(=O)C=2C(O)=C1)C1C=CC(O)=CC=1,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H",KZNIFHPLKGYRTM-UHFFFAOYSA-N,<undefined>,0,High,-4.9821801,0,Wang,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4166,Caco-751,?,?,NA,C[N+](C)(C)CCO,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1",OEYIOHPDSNJKLS-UHFFFAOYSA-N,DTXSID8043789,62-49-7,Choline ion,C[N+](C)(C)CCO,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1",OEYIOHPDSNJKLS-UHFFFAOYSA-N,<undefined>,0,High,-4.9521427,0,Wang,0,1,Y,Y,Y,Y,Y,Y&Y&Y&Y&Y
4168,Caco-18,?,?,NA,NCCC1=CC(O)=C(O)C=C1,"InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2",VYFYYTLLBUKUHU-UHFFFAOYSA-N,DTXSID6022420,51-61-6,dopamine,NCCC1=CC(O)=C(O)C=C1,"InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2",VYFYYTLLBUKUHU-UHFFFAOYSA-N,<undefined>,0,High,-4.95000005,0,Wang,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4178,Caco-1281,?,?,NA,CC(=O)N[C@@H]1[C@@H](N)CC(=C[C@H]1OC(CC)CC)C(=O)OCC,"InChI=1S/C16H28N2O4/c1-5-12(6-2)22-14-9-11(16(20)21-7-3)8-13(17)15(14)18-10(4)19/h9,12-15H,5-8,17H2,1-4H3,(H,18,19)/t13-,14+,15+/m0/s1",VSZGPKBBMSAYNT-RRFJBIMHSA-N,DTXSID9044291,196618-13-0,oseltamivir,CC(=O)NC1C(N)CC(=CC1OC(CC)CC)C(=O)OCC,"InChI=1S/C16H28N2O4/c1-5-12(6-2)22-14-9-11(16(20)21-7-3)8-13(17)15(14)18-10(4)19/h9,12-15H,5-8,17H2,1-4H3,(H,18,19)",VSZGPKBBMSAYNT-UHFFFAOYSA-N,<undefined>,0,High,-4.9208188,0,Wang,0,1,N,Y,Y,Y,N,N&Y&Y&Y&N
4187,Caco-6060,?,?,NA,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)C1=CC=C(N)C=C1,"InChI=1S/C27H37N3O7S/c1-18(2)15-30(38(33,34)21-10-8-20(28)9-11-21)16-24(31)23(14-19-6-4-3-5-7-19)29-27(32)37-25-17-36-26-22(25)12-13-35-26/h3-11,18,22-26,31H,12-17,28H2,1-2H3,(H,29,32)/t22-,23-,24+,25-,26+/m0/s1",CJBJHOAVZSMMDJ-HEXNFIEUSA-N,DTXSID0046779,206361-99-1,darunavir,CC(C)CN(CC(O)C(CC1=CC=CC=C1)NC(=O)OC1COC2OCCC21)S(=O)(=O)C1=CC=C(N)C=C1,"InChI=1S/C27H37N3O7S/c1-18(2)15-30(38(33,34)21-10-8-20(28)9-11-21)16-24(31)23(14-19-6-4-3-5-7-19)29-27(32)37-25-17-36-26-22(25)12-13-35-26/h3-11,18,22-26,31H,12-17,28H2,1-2H3,(H,29,32)",CJBJHOAVZSMMDJ-UHFFFAOYSA-N,<undefined>,NA,Low,-4.92,0,Pham,0,1,N,Y,Y,Y,N,N&Y&Y&Y&N
4191,Caco-558,?,?,NA,O=C1CC2=CC(CCN3CCN(CC3)C3=NSC4=CC=CC=C43)=C(Cl)C=C2N1,"InChI=1S/C21H21ClN4OS/c22-17-13-18-15(12-20(27)23-18)11-14(17)5-6-25-7-9-26(10-8-25)21-16-3-1-2-4-19(16)28-24-21/h1-4,11,13H,5-10,12H2,(H,23,27)",MVWVFYHBGMAFLY-UHFFFAOYSA-N,DTXSID4023753,146939-27-7,ziprasidone,O=C1CC2=CC(CCN3CCN(CC3)C3=NSC4=CC=CC=C43)=C(Cl)C=C2N1,"InChI=1S/C21H21ClN4OS/c22-17-13-18-15(12-20(27)23-18)11-14(17)5-6-25-7-9-26(10-8-25)21-16-3-1-2-4-19(16)28-24-21/h1-4,11,13H,5-10,12H2,(H,23,27)",MVWVFYHBGMAFLY-UHFFFAOYSA-N,<undefined>,0,High,-4.9100709,0,Wang|Pham,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4195,Caco-4531,CHEMBL243876,?,NA,OCCCCN1C2=CC=CC=C2N=C1CN1C(=O)N(C2CC2)C2C=CN=CC1=2,"InChI=1S/C21H23N5O2/c27-12-4-3-11-24-17-6-2-1-5-16(17)23-20(24)14-25-19-13-22-10-9-18(19)26(21(25)28)15-7-8-15/h1-2,5-6,9-10,13,15,27H,3-4,7-8,11-12,14H2",KSHJXDWYTZJUEI-UHFFFAOYSA-N,DTXSID20202746,543700-68-1,BMS-433771,OCCCCN1C2=CC=CC=C2N=C1CN1C(=O)N(C2CC2)C2C=CN=CC1=2,"InChI=1S/C21H23N5O2/c27-12-4-3-11-24-17-6-2-1-5-16(17)23-20(24)14-25-19-13-22-10-9-18(19)26(21(25)28)15-7-8-15/h1-2,5-6,9-10,13,15,27H,3-4,7-8,11-12,14H2",KSHJXDWYTZJUEI-UHFFFAOYSA-N,<undefined>,NA,High,-4.899629455,0,CHEMBL,0,1,N,N,N,Y,N,N&N&N&Y&N
4197,Caco-4539,CHEMBL207012,?,NA,NC1C2C=CC=NC=2SC=1C(N)=O,"InChI=1S/C8H7N3OS/c9-5-4-2-1-3-11-8(4)13-6(5)7(10)12/h1-3H,9H2,(H2,10,12)",XZIZYTUIRQMBPN-UHFFFAOYSA-N,DTXSID30326861,55557-48-7,"3-aminothieno[2,3-b]pyridine-2-carboxamide",NC1C2C=CC=NC=2SC=1C(N)=O,"InChI=1S/C8H7N3OS/c9-5-4-2-1-3-11-8(4)13-6(5)7(10)12/h1-3H,9H2,(H2,10,12)",XZIZYTUIRQMBPN-UHFFFAOYSA-N,<undefined>,NA,High,-4.89279003,0,CHEMBL,0,1,N,N,N,Y,N,N&N&N&Y&N
4198,Caco-458,?,?,NA,CC1C(F)=C(C=C2C=1C(=O)C(=CN2C1CC1)C(O)=O)N1CCNC(C)C1,"InChI=1S/C19H22FN3O3/c1-10-8-22(6-5-21-10)15-7-14-16(11(2)17(15)20)18(24)13(19(25)26)9-23(14)12-3-4-12/h7,9-10,12,21H,3-6,8H2,1-2H3,(H,25,26)",AIJTTZAVMXIJGM-UHFFFAOYSA-N,DTXSID2048321,119914-60-2,grepafloxacin,CC1C(F)=C(C=C2C=1C(=O)C(=CN2C1CC1)C(O)=O)N1CCNC(C)C1,"InChI=1S/C19H22FN3O3/c1-10-8-22(6-5-21-10)15-7-14-16(11(2)17(15)20)18(24)13(19(25)26)9-23(14)12-3-4-12/h7,9-10,12,21H,3-6,8H2,1-2H3,(H,25,26)",AIJTTZAVMXIJGM-UHFFFAOYSA-N,<undefined>,0,High,-4.88999995,0,Wang|Pham,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4199,Caco-1227,?,?,NA,CC1=C(O)C(=O)C=CN1C,"InChI=1S/C7H9NO2/c1-5-7(10)6(9)3-4-8(5)2/h3-4,10H,1-2H3",TZXKOCQBRNJULO-UHFFFAOYSA-N,DTXSID6040666,30652-11-0,deferiprone,CC1C(=O)C(=O)C=CN1C,"InChI=1S/C7H9NO2/c1-5-7(10)6(9)3-4-8(5)2/h3-5H,1-2H3",ORRXMVISQFUGSY-UHFFFAOYSA-N,<undefined>,0,High,-4.8885303,0,Wang,0,1,N,N,Y,Y,N,N&N&Y&Y&N
4207,Caco-452,?,?,NA,OCCN1CCN(CCC=C2C3C=CC=CC=3SC3C=CC(=CC=32)C(F)(F)F)CC1,"InChI=1S/C23H25F3N2OS/c24-23(25,26)17-7-8-22-20(16-17)18(19-4-1-2-6-21(19)30-22)5-3-9-27-10-12-28(13-11-27)14-15-29/h1-2,4-8,16,29H,3,9-15H2",NJMYODHXAKYRHW-UHFFFAOYSA-N,DTXSID3058749,2709-56-0,flupenthixol,OCCN1CCN(CCC=C2C3C=CC=CC=3SC3C=CC(=CC=32)C(F)(F)F)CC1,"InChI=1S/C23H25F3N2OS/c24-23(25,26)17-7-8-22-20(16-17)18(19-4-1-2-6-21(19)30-22)5-3-9-27-10-12-28(13-11-27)14-15-29/h1-2,4-8,16,29H,3,9-15H2",NJMYODHXAKYRHW-UHFFFAOYSA-N,<undefined>,0,High,-4.8860564,0,Wang|Pham,0,1,Y,N,Y,Y,N,Y&N&Y&Y&N
4209,Caco-927,?,?,NA,CCCCCCCCOC(=O)C1C=CC(O)=CC=1,"InChI=1S/C15H22O3/c1-2-3-4-5-6-7-12-18-15(17)13-8-10-14(16)11-9-13/h8-11,16H,2-7,12H2,1H3",RIKCMEDSBFQFAL-UHFFFAOYSA-N,DTXSID0047957,1219-38-1,octylparaben,CCCCCCCCOC(=O)C1C=CC(O)=CC=1,"InChI=1S/C15H22O3/c1-2-3-4-5-6-7-12-18-15(17)13-8-10-14(16)11-9-13/h8-11,16H,2-7,12H2,1H3",RIKCMEDSBFQFAL-UHFFFAOYSA-N,<undefined>,0,High,-4.8800001,0,Wang,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4216,Caco-4588,CHEMBL2152524|CHEMBL2152525,?,NA,C1CCCN1[C@H]([C@H](C1C=CC=CC=1)N1CCCC1)C1C=CC=CC=1,"InChI=1S/C22H28N2/c1-3-11-19(12-4-1)21(23-15-7-8-16-23)22(24-17-9-10-18-24)20-13-5-2-6-14-20/h1-6,11-14,21-22H,7-10,15-18H2/t21-,22-/m0/s1",XAMJZICIEQIVJK-VXKWHMMOSA-N,DTXSID60838720,823191-88-4,"1,1'-[(1S,2S)-1,2-Diphenylethane-1,2-diyl]dipyrrolidine",C1CCCN1C(C(C1C=CC=CC=1)N1CCCC1)C1C=CC=CC=1,"InChI=1S/C22H28N2/c1-3-11-19(12-4-1)21(23-15-7-8-16-23)22(24-17-9-10-18-24)20-13-5-2-6-14-20/h1-6,11-14,21-22H,7-10,15-18H2",XAMJZICIEQIVJK-UHFFFAOYSA-N,<undefined>,NA,High,-4.865010162,0,CHEMBL,0,1,N,N,N,Y,N,N&N&N&Y&N
4232,Caco-1362,?,?,NA,CC1N=C2CCCCN2C(=O)C=1CCN1CCC(CC1)C1=NOC2C=C(F)C=CC=21,"InChI=1S/C23H27FN4O2/c1-15-18(23(29)28-10-3-2-4-21(28)25-15)9-13-27-11-7-16(8-12-27)22-19-6-5-17(24)14-20(19)30-26-22/h5-6,14,16H,2-4,7-13H2,1H3",RAPZEAPATHNIPO-UHFFFAOYSA-N,DTXSID8045193,106266-06-2,risperidone,CC1N=C2CCCCN2C(=O)C=1CCN1CCC(CC1)C1=NOC2C=C(F)C=CC=21,"InChI=1S/C23H27FN4O2/c1-15-18(23(29)28-10-3-2-4-21(28)25-15)9-13-27-11-7-16(8-12-27)22-19-6-5-17(24)14-20(19)30-26-22/h5-6,14,16H,2-4,7-13H2,1H3",RAPZEAPATHNIPO-UHFFFAOYSA-N,<undefined>,0,High,-4.8430982,0,Wang|Pham,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4234,Caco-251,?,?,NA,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,"InChI=1S/C25H34O6/c1-4-5-21-30-20-11-17-16-7-6-14-10-15(27)8-9-23(14,2)22(16)18(28)12-24(17,3)25(20,31-21)19(29)13-26/h8-10,16-18,20-22,26,28H,4-7,11-13H2,1-3H3/t16-,17-,18-,20+,21?,22+,23-,24-,25+/m0/s1",VOVIALXJUBGFJZ-KWVAZRHASA-N,DTXSID8020202,51333-22-3,budesonide,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(O1)C(=O)CO,"InChI=1S/C25H34O6/c1-4-5-21-30-20-11-17-16-7-6-14-10-15(27)8-9-23(14,2)22(16)18(28)12-24(17,3)25(20,31-21)19(29)13-26/h8-10,16-18,20-22,26,28H,4-7,11-13H2,1-3H3",VOVIALXJUBGFJZ-UHFFFAOYSA-N,<undefined>,0,High,-4.83999995,0,Wang|Pham,0,1,N,Y,Y,Y,N,N&Y&Y&Y&N
4249,Caco-350,?,?,NA,NC(=N)NCC1COC2=CC=CC=C2O1,"InChI=1S/C10H13N3O2/c11-10(12)13-5-7-6-14-8-3-1-2-4-9(8)15-7/h1-4,7H,5-6H2,(H4,11,12,13)",HIUVKVDQFXDZHU-UHFFFAOYSA-N,DTXSID3046166,2165-19-7,guanoxan,NC(=N)NCC1COC2=CC=CC=C2O1,"InChI=1S/C10H13N3O2/c11-10(12)13-5-7-6-14-8-3-1-2-4-9(8)15-7/h1-4,7H,5-6H2,(H4,11,12,13)",HIUVKVDQFXDZHU-UHFFFAOYSA-N,<undefined>,0,High,-4.8197936,0,Wang|Pham,0,1,Y,Y,Y,N,N,Y&Y&Y&N&N
4254,Caco-6301,?,?,NA,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCC4C5C=CC=CC=5NC=4[C@@H]3C[C@@H]21,"InChI=1S/C21H26N2O3/c1-26-21(25)19-15-10-17-20-14(13-4-2-3-5-16(13)22-20)8-9-23(17)11-12(15)6-7-18(19)24/h2-5,12,15,17-19,22,24H,6-11H2,1H3/t12-,15-,17-,18-,19+/m0/s1",BLGXFZZNTVWLAY-SCYLSFHTSA-N,DTXSID9040130,146-48-5,yohimbine,COC(=O)C1C(O)CCC2CN3CCC4C5C=CC=CC=5NC=4C3CC21,"InChI=1S/C21H26N2O3/c1-26-21(25)19-15-10-17-20-14(13-4-2-3-5-16(13)22-20)8-9-23(17)11-12(15)6-7-18(19)24/h2-5,12,15,17-19,22,24H,6-11H2,1H3",BLGXFZZNTVWLAY-UHFFFAOYSA-N,<undefined>,NA,Low,-4.81,0,Pham,0,1,N,Y,Y,Y,N,N&Y&Y&Y&N
4256,Caco-417,?,?,NA,CC1C=CC(=CC=1)C1=CC(=NN1C1C=CC(=CC=1)S(N)(=O)=O)C(F)(F)F,"InChI=1S/C17H14F3N3O2S/c1-11-2-4-12(5-3-11)15-10-16(17(18,19)20)22-23(15)13-6-8-14(9-7-13)26(21,24)25/h2-10H,1H3,(H2,21,24,25)",RZEKVGVHFLEQIL-UHFFFAOYSA-N,DTXSID0022777,169590-42-5,celecoxib,CC1C=CC(=CC=1)C1=CC(=NN1C1C=CC(=CC=1)S(N)(=O)=O)C(F)(F)F,"InChI=1S/C17H14F3N3O2S/c1-11-2-4-12(5-3-11)15-10-16(17(18,19)20)22-23(15)13-6-8-14(9-7-13)26(21,24)25/h2-10H,1H3,(H2,21,24,25)",RZEKVGVHFLEQIL-UHFFFAOYSA-N,<undefined>,0,High,-4.8050604,0,Wang|Pham,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4270,Caco-6061,?,?,NA,CC1N=C(C=C(N=1)N1CCN(CCO)CC1)NC1=NC=C(S1)C(=O)NC1C(Cl)=CC=CC=1C,"InChI=1S/C22H26ClN7O2S/c1-14-4-3-5-16(23)20(14)28-21(32)17-13-24-22(33-17)27-18-12-19(26-15(2)25-18)30-8-6-29(7-9-30)10-11-31/h3-5,12-13,31H,6-11H2,1-2H3,(H,28,32)(H,24,25,26,27)",ZBNZXTGUTAYRHI-UHFFFAOYSA-N,DTXSID4040979,302962-49-8,dasatinib,CC1N=C(C=C(N=1)N1CCN(CCO)CC1)NC1=NC=C(S1)C(=O)NC1C(Cl)=CC=CC=1C,"InChI=1S/C22H26ClN7O2S/c1-14-4-3-5-16(23)20(14)28-21(32)17-13-24-22(33-17)27-18-12-19(26-15(2)25-18)30-8-6-29(7-9-30)10-11-31/h3-5,12-13,31H,6-11H2,1-2H3,(H,28,32)(H,24,25,26,27)",ZBNZXTGUTAYRHI-UHFFFAOYSA-N,<undefined>,NA,Low,-4.79,0,Pham,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4280,Caco-1010,?,?,NA,O=C1N(C2=CC=CC=C2C1(CC1C=CN=CC=1)CC1C=CN=CC=1)C1C=CC=CC=1,"InChI=1S/C26H21N3O/c30-25-26(18-20-10-14-27-15-11-20,19-21-12-16-28-17-13-21)23-8-4-5-9-24(23)29(25)22-6-2-1-3-7-22/h1-17H,18-19H2",YEJCDKJIEMIWRQ-UHFFFAOYSA-N,DTXSID6045163,105431-72-9,linopirdine,O=C1N(C2=CC=CC=C2C1(CC1C=CN=CC=1)CC1C=CN=CC=1)C1C=CC=CC=1,"InChI=1S/C26H21N3O/c30-25-26(18-20-10-14-27-15-11-20,19-21-12-16-28-17-13-21)23-8-4-5-9-24(23)29(25)22-6-2-1-3-7-22/h1-17H,18-19H2",YEJCDKJIEMIWRQ-UHFFFAOYSA-N,<undefined>,0,High,-4.77,0,Wang,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4288,Caco-217,?,?,NA,CN1C(=NC2=CC=CC=C12)C1C=C(C)C2N=C(CCC)N(CC3=CC=C(C=C3)C3=CC=CC=C3C(O)=O)C=2C=1,"InChI=1S/C33H30N4O2/c1-4-9-30-35-31-21(2)18-24(32-34-27-12-7-8-13-28(27)36(32)3)19-29(31)37(30)20-22-14-16-23(17-15-22)25-10-5-6-11-26(25)33(38)39/h5-8,10-19H,4,9,20H2,1-3H3,(H,38,39)",RMMXLENWKUUMAY-UHFFFAOYSA-N,DTXSID8023636,144701-48-4,telmisartan,CN1C(=NC2=CC=CC=C12)C1C=C(C)C2N=C(CCC)N(CC3=CC=C(C=C3)C3=CC=CC=C3C(O)=O)C=2C=1,"InChI=1S/C33H30N4O2/c1-4-9-30-35-31-21(2)18-24(32-34-27-12-7-8-13-28(27)36(32)3)19-29(31)37(30)20-22-14-16-23(17-15-22)25-10-5-6-11-26(25)33(38)39/h5-8,10-19H,4,9,20H2,1-3H3,(H,38,39)",RMMXLENWKUUMAY-UHFFFAOYSA-N,<undefined>,0,High,-4.76639225,0,Wang|Pham,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4296,Caco-359,?,?,NA,CC1C(=CC=CC=1C)NC1C=CC=CC=1C(O)=O,"InChI=1S/C15H15NO2/c1-10-6-5-9-13(11(10)2)16-14-8-4-3-7-12(14)15(17)18/h3-9,16H,1-2H3,(H,17,18)",HYYBABOKPJLUIN-UHFFFAOYSA-N,DTXSID5023243,61-68-7,mefenamic acid,CC1C(=CC=CC=1C)NC1C=CC=CC=1C(O)=O,"InChI=1S/C15H15NO2/c1-10-6-5-9-13(11(10)2)16-14-8-4-3-7-12(14)15(17)18/h3-9,16H,1-2H3,(H,17,18)",HYYBABOKPJLUIN-UHFFFAOYSA-N,<undefined>,0,High,-4.74857355,0,Wang|Pham,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4303,Caco-462,?,?,NA,OC1(CCN(CCCC(=O)C2C=CC(F)=CC=2)CC1)C1C=CC(Cl)=CC=1,"InChI=1S/C21H23ClFNO2/c22-18-7-5-17(6-8-18)21(26)11-14-24(15-12-21)13-1-2-20(25)16-3-9-19(23)10-4-16/h3-10,26H,1-2,11-15H2",LNEPOXFFQSENCJ-UHFFFAOYSA-N,DTXSID4034150,52-86-8,haloperidol,OC1(CCN(CCCC(=O)C2C=CC(F)=CC=2)CC1)C1C=CC(Cl)=CC=1,"InChI=1S/C21H23ClFNO2/c22-18-7-5-17(6-8-18)21(26)11-14-24(15-12-21)13-1-2-20(25)16-3-9-19(23)10-4-16/h3-10,26H,1-2,11-15H2",LNEPOXFFQSENCJ-UHFFFAOYSA-N,<undefined>,0,High,-4.74,0,Wang|Pham,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
